0,1,2,3,4
rs1,Value,Sign,Exponent,Significand
25,16,0,10000011,000…000
26,128 (27),0,10000110,000…000
27,256 (28),0,10000111,000…000
28,215,0,10001110,000…000
29,216,0,10001111,000…000
30,+∞,0,11111111,000…000
31,Canonical NaN,0,11111111,100…000
