0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,110,1011,,00,010,r,s1,r,m,r,d,101,0011,FCVT.Q.L
,110,1011,,00,011,r,s1,r,m,r,d,101,0011,FCVT.Q.LU
