0,1,2,3,4,5,6,7,8,9,10,11,12
funct6,,,,,funct6,,,,funct6,,,
010000,V,X,I,vadc,010000,V,,VWXUNARY0,010000,V,,VWFUNARY0
,,,,,010000,,X,VRXUNARY0,010000,,F,VRFUNARY0
