0,1,2,3,4,5,6,7,8,9,10,11,12
funct6,,,,,funct6,,,,funct6,,,
110000,V,,,vwredsumu,110000,V,X,vwaddu,110000,V,F,vfwadd
110001,V,,,vwredsum,110001,V,X,vwadd,110001,V,,vfwredusum
110010,,,,,110010,V,X,vwsubu,110010,V,F,vfwsub
