0,1,2,3,4
000 n,zuimm[5,] rs1/rd≠0,nzuimm[4:0],10
001,uimm[5],rd,uimm[4:3|8:6],10
010,uimm[5],rd≠0,uimm[4:2|7:6],10
011,uimm[5],rd,uimm[4:2|7:6],10
011,uimm[5],rd≠0,uimm[4:3|8:6],10
100,0,rs1≠0,0,10
100,0,rd≠0,rs2≠0,10
100,1,0,0,10
100,1,rs1≠0,0,10
100,1,rs1/rd≠0,rs2≠0,10
101,uimm[5:3|8:6],,rs2,10
110,uimm[5:2|7:6],,rs2,10
111,uimm[5:2|7:6],,rs2,10
111,uimm[5:3|8:6],,rs2,10
