0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,RV64D,Stan,dard,Extens,ion (i,n add,ition,to RV,32D),,
,110,0001,,00,010,r,s1,r,m,r,d,101,0011,FCVT.L.D
,110,0001,,00,011,r,s1,r,m,r,d,101,0011,FCVT.LU.D
,111,0001,,00,000,r,s1,00,0,r,d,101,0011,FMV.X.D
,110,1001,,00,010,r,s1,r,m,r,d,101,0011,FCVT.D.L
,110,1001,,00,011,r,s1,r,m,r,d,101,0011,FCVT.D.LU
