0,1,2
Mnemonic,Encoding,Redefinable to read register
C.MOP.1,0110000010000001,x1
C.MOP.3,0110000110000001,x3
C.MOP.5,0110001010000001,x5
C.MOP.7,0110001110000001,x7
C.MOP.9,0110010010000001,x9
C.MOP.11,0110010110000001,x11
C.MOP.13,0110011010000001,x13
C.MOP.15,0110011110000001,x15
