0,1,2
Name,Portions Tracked as Independent Units,Aliases
fflags,"Bits 4, 3, 2, 1, 0",fcsr
frm,entire CSR,fcsr
fcsr,"Bits 7-5, 4, 3, 2, 1, 0","fflags, frm"
