0,1
vs1,name
single-width c,onverts
00000,vfcvt.xu.f.v
00001,vfcvt.x.f.v
00010,vfcvt.f.xu.v
00011,vfcvt.f.x.v
00110,vfcvt.rtz.xu.f.v
00111,vfcvt.rtz.x.f.v
,
widening conv,erts
01000,vfwcvt.xu.f.v
01001,vfwcvt.x.f.v
01010,vfwcvt.f.xu.v
01011,vfwcvt.f.x.v
01100,vfwcvt.f.f.v
