0,1,2
Base,Version,Draft Frozen?
RV32I,2.0,Y
RV32E,1.9,N
RV64I,2.0,Y
RV128I,1.7,N
Extension,Version,Frozen?
M,2.0,Y
A,2.0,Y
F,2.0,Y
D,2.0,Y
